"Story","Title","Result","Date","Stability","Duration (s)"
"sebagai user saya berhasil melihat detail produk berdasarkan kategori","sebagai user saya berhasil melihat detail produk berdasarkan kategori","SUCCESS","2023-06-22T13:55:42.257+07:00[Asia/Bangkok]","0.0","70.33"
